dateTime,country,profile,age,gender,referral,pageviews,purchased,purchaseAmount
9/10/2014 13:08,United States,Other,55-64,,Direct,11,0,0
9/10/2014 20:23,United States,Other,18-24,,Direct,3,0,0
8/5/2014 23:15,United States,Other,45-54,,Referred,4,0,0
8/8/2014 17:08,United States,Other,55-64,,Referred,3,0,0
8/11/2014 10:29,United States,Other,18-24,,Referred,4,0,0
8/13/2014 8:57,United States,Other,25-34,,Referred,3,0,0
8/13/2014 14:33,United States,Other,35-44,,Referred,5,0,0
8/13/2014 20:50,United States,Other,45-54,,Referred,4,0,0
8/20/2014 17:18,United States,Other,55-64,,Referred,4,0,0
8/21/2014 0:44,Canada,Other,18-24,,Referred,3,0,0
8/27/2014 16:57,United States,Other,25-34,,Referred,3,0,0
8/30/2014 17:02,United States,Other,35-44,,Referred,4,0,0
9/2/2014 16:53,United States,Other,45-54,,Referred,5,0,0
9/3/2014 12:50,United States,Other,55-64,,Referred,1,0,0
9/4/2014 14:23,United Kingdom,Other,18-24,,Referred,7,0,0
9/5/2014 12:36,Canada,Other,25-34,,Referred,3,0,0
9/6/2014 23:52,United States,Other,35-44,,Referred,4,0,0
9/6/2014 23:57,United States,Other,45-54,,Referred,12,0,0
9/7/2014 16:45,United States,Other,55-64,,Referred,11,0,0
9/7/2014 22:18,United States,Other,18-24,,Referred,5,0,0
9/8/2014 8:01,United States,Other,25-34,,Referred,9,0,0
9/9/2014 1:20,United Arab Emirates,Other,35-44,,Referred,10,0,0
8/6/2014 11:26,United States,Other,25-34,,Self Referred,6,0,0
8/23/2014 22:29,Australia,Other,35-44,,Self Referred,4,0,0
8/1/2014 10:37,United States,Other,25-34,,Social,7,0,0
8/1/2014 11:37,United States,Other,35-44,,Social,3,0,0
8/5/2014 14:40,United States,Other,45-54,,Social,2,0,0
8/6/2014 19:34,United States,Other,55-64,,Social,4,0,0
8/7/2014 22:34,United States,Other,18-24,,Social,11,1,118.19
9/10/2014 23:55,United States,Other,25-34,,Social,11,0,0
7/26/2014 10:37,United States,Other,45-54,,Unbranded Search,6,0,0
7/28/2014 19:07,Australia,Other,55-64,,Unbranded Search,4,0,0
7/30/2014 0:10,United States,Other,18-24,,Unbranded Search,6,0,0
8/4/2014 16:05,Denmark,Other,25-34,,Unbranded Search,2,0,0
8/4/2014 18:05,United States,Other,35-44,,Unbranded Search,11,0,0
8/5/2014 13:33,Barbados,Other,45-54,,Unbranded Search,1,0,0
8/8/2014 3:23,Australia,Other,55-64,,Unbranded Search,4,0,0
8/8/2014 16:08,United States,Other,18-24,,Unbranded Search,2,0,0
8/11/2014 9:56,Australia,Other,25-34,,Unbranded Search,2,0,0
8/15/2014 16:10,Brazil,Other,35-44,,Unbranded Search,3,0,0
8/16/2014 15:58,United States,Other,45-54,,Unbranded Search,2,0,0
8/16/2014 19:11,United States,Other,55-64,,Unbranded Search,2,0,0
8/19/2014 22:36,United States,Other,18-24,,Unbranded Search,12,0,0
8/20/2014 15:33,United States,Other,25-34,,Unbranded Search,12,1,108.34
8/24/2014 14:47,United States,Other,35-44,,Unbranded Search,3,0,0
8/25/2014 16:18,United States,Other,45-54,,Unbranded Search,2,0,0
8/26/2014 12:58,United States,Other,55-64,,Unbranded Search,7,0,0
8/26/2014 20:12,United States,Other,18-24,,Unbranded Search,10,0,0
8/27/2014 10:11,United States,Other,25-34,,Unbranded Search,11,0,0
8/28/2014 16:21,United States,Other,35-44,,Unbranded Search,8,0,0
8/28/2014 16:27,Canada,Other,45-54,,Unbranded Search,3,0,0
8/28/2014 20:36,United States,Other,55-64,,Unbranded Search,10,0,0
8/30/2014 13:54,United States,Other,18-24,,Unbranded Search,12,0,0
8/31/2014 11:41,United States,Other,25-34,,Unbranded Search,1,0,0
8/31/2014 15:39,United States,Other,35-44,,Unbranded Search,2,0,0
8/31/2014 21:07,United States,Other,45-54,,Unbranded Search,12,0,0
9/3/2014 11:27,United States,Other,55-64,,Unbranded Search,3,0,0
9/3/2014 20:09,United States,Other,18-24,,Unbranded Search,2,0,0
9/3/2014 21:18,United States,Other,25-34,,Unbranded Search,4,0,0
9/6/2014 12:28,United States,Other,35-44,,Unbranded Search,10,0,0
9/7/2014 9:52,United States,Other,45-54,,Unbranded Search,3,0,0
9/7/2014 13:54,United States,Other,55-64,,Unbranded Search,2,0,0
9/8/2014 11:20,United States,Other,18-24,,Unbranded Search,3,0,0
9/9/2014 11:30,United States,Other,25-34,,Unbranded Search,6,0,0
9/9/2014 20:43,United States,Other,35-44,,Unbranded Search,5,0,0
9/9/2014 23:22,United States,Other,45-54,,Unbranded Search,11,0,0
9/10/2014 1:00,United States,Other,55-64,,Unbranded Search,4,0,0
9/10/2014 13:35,United Kingdom,Other,18-24,,Unbranded Search,2,0,0
7/29/2014 11:13,United States,Parent,18-24,Female,Direct,1,0,0
8/15/2014 21:30,United States,Parent,18-24,Female,Referred,12,0,0
7/31/2014 14:16,United States,Parent,18-24,Female,Unbranded Search,4,0,0
8/17/2014 15:05,United States,Parent,18-24,Female,Unbranded Search,2,0,0
8/26/2014 0:33,United States,Parent,18-24,Female,Unbranded Search,3,0,0
8/13/2014 10:46,United States,Parent,25-34,Female,Branded Search,6,0,0
8/31/2014 11:55,United States,Parent,25-34,Female,Branded Search,10,1,107.61
9/5/2014 12:35,United States,Parent,25-34,Female,Branded Search,3,0,0
7/25/2014 14:10,United States,Parent,25-34,Female,Direct,6,0,0
7/29/2014 11:56,United States,Parent,25-34,Female,Direct,2,0,0
7/29/2014 12:00,United States,Parent,25-34,Female,Direct,3,0,0
7/29/2014 18:36,United States,Parent,25-34,Female,Direct,4,0,0
8/1/2014 10:42,United States,Parent,25-34,Female,Direct,2,0,0
8/1/2014 11:34,Australia,Parent,25-34,Female,Direct,12,0,0
8/3/2014 13:45,United States,Parent,25-34,Female,Direct,6,0,0
8/8/2014 23:02,United States,Parent,25-34,Female,Direct,5,0,0
8/13/2014 12:15,United States,Parent,25-34,Female,Direct,10,0,0
8/22/2014 12:21,United States,Parent,25-34,Female,Direct,10,0,0
8/24/2014 19:51,United States,Parent,25-34,Female,Direct,10,0,0
8/25/2014 22:35,United States,Parent,25-34,Female,Direct,3,0,0
8/26/2014 11:40,United States,Parent,25-34,Female,Direct,10,0,0
9/2/2014 15:53,United States,Parent,25-34,Female,Direct,12,0,0
9/3/2014 15:22,United States,Parent,25-34,Female,Direct,10,0,0
9/4/2014 15:31,United States,Parent,25-34,Female,Direct,12,0,0
9/6/2014 11:34,United States,Parent,25-34,Female,Direct,11,0,0
9/11/2014 10:02,United States,Parent,25-34,Female,Direct,12,0,0
8/3/2014 22:25,United States,Parent,25-34,Female,Referred,11,0,0
8/3/2014 23:18,United States,Parent,25-34,Female,Referred,12,0,0
8/12/2014 14:30,Canada,Parent,25-34,Female,Referred,8,0,0
8/16/2014 22:24,United States,Parent,25-34,Female,Referred,2,0,0
8/24/2014 21:09,United States,Parent,25-34,Female,Referred,3,0,0
7/29/2014 18:13,United Kingdom,Parent,25-34,Female,Self Referred,8,0,0
8/1/2014 9:46,United States,Parent,25-34,Female,Self Referred,2,0,0
8/8/2014 18:59,United States,Parent,25-34,Female,Self Referred,12,1,117.33
8/9/2014 18:36,United States,Parent,25-34,Female,Self Referred,6,1,73.13
8/11/2014 0:06,United States,Parent,25-34,Female,Self Referred,2,0,0
8/18/2014 13:26,United States,Parent,25-34,Female,Self Referred,11,1,111.19
7/31/2014 13:28,United States,Parent,25-34,Female,Social,1,0,0
8/6/2014 21:14,United States,Parent,25-34,Female,Social,3,0,0
8/9/2014 9:43,United States,Parent,25-34,Female,Social,12,0,0
7/28/2014 1:20,Philippines,Parent,25-34,Female,Unbranded Search,6,0,0
7/28/2014 11:01,United States,Parent,25-34,Female,Unbranded Search,10,0,0
7/28/2014 18:14,United States,Parent,25-34,Female,Unbranded Search,10,0,0
7/29/2014 22:28,United States,Parent,25-34,Female,Unbranded Search,5,0,0
7/30/2014 21:15,United States,Parent,25-34,Female,Unbranded Search,10,1,59.16
8/2/2014 12:46,Canada,Parent,25-34,Female,Unbranded Search,7,0,0
8/2/2014 18:48,United States,Parent,25-34,Female,Unbranded Search,11,1,102.23
8/5/2014 23:39,United States,Parent,25-34,Female,Unbranded Search,5,0,0
8/6/2014 19:11,United States,Parent,25-34,Female,Unbranded Search,11,1,70.66
8/6/2014 23:11,United States,Parent,25-34,Female,Unbranded Search,10,0,0
8/9/2014 12:02,Canada,Parent,25-34,Female,Unbranded Search,11,0,0
8/10/2014 11:38,United States,Parent,25-34,Female,Unbranded Search,1,0,0
8/12/2014 9:04,United States,Parent,25-34,Female,Unbranded Search,11,0,0
8/20/2014 18:23,United States,Parent,25-34,Female,Unbranded Search,12,0,0
8/21/2014 1:11,United States,Parent,25-34,Female,Unbranded Search,11,0,0
8/21/2014 9:34,United States,Parent,25-34,Female,Unbranded Search,3,0,0
8/22/2014 21:25,United States,Parent,25-34,Female,Unbranded Search,4,0,0
8/27/2014 10:47,United States,Parent,25-34,Female,Unbranded Search,6,0,0
8/27/2014 14:47,United States,Parent,25-34,Female,Unbranded Search,10,0,0
8/28/2014 3:16,United States,Parent,25-34,Female,Unbranded Search,10,0,0
8/28/2014 18:54,United States,Parent,25-34,Female,Unbranded Search,10,0,0
8/29/2014 9:17,United States,Parent,25-34,Female,Unbranded Search,11,0,0
8/29/2014 15:13,Canada,Parent,25-34,Female,Unbranded Search,10,0,0
8/30/2014 22:17,United States,Parent,25-34,Female,Unbranded Search,11,0,0
8/31/2014 22:34,United States,Parent,25-34,Female,Unbranded Search,5,0,0
9/1/2014 15:59,Canada,Parent,25-34,Female,Unbranded Search,12,0,0
9/2/2014 16:38,United States,Parent,25-34,Female,Unbranded Search,11,0,0
9/2/2014 19:12,Canada,Parent,25-34,Female,Unbranded Search,2,0,0
9/3/2014 18:08,United States,Parent,25-34,Female,Unbranded Search,10,0,0
9/4/2014 22:21,United States,Parent,25-34,Female,Unbranded Search,2,0,0
9/4/2014 22:28,United States,Parent,25-34,Female,Unbranded Search,2,0,0
9/5/2014 8:49,Netherlands,Parent,25-34,Female,Unbranded Search,11,0,0
9/5/2014 14:59,United States,Parent,25-34,Female,Unbranded Search,5,0,0
9/5/2014 15:46,United States,Parent,25-34,Female,Unbranded Search,4,0,0
9/7/2014 9:20,United States,Parent,25-34,Female,Unbranded Search,10,0,0
9/9/2014 23:45,United States,Parent,25-34,Female,Unbranded Search,10,0,0
9/10/2014 18:02,United States,Parent,25-34,Female,Unbranded Search,12,0,0
7/31/2014 20:25,United States,Parent,35-44,Female,Branded Search,7,0,0
8/12/2014 18:09,United States,Parent,35-44,Female,Branded Search,7,0,0
9/5/2014 11:42,United States,Parent,35-44,Female,Branded Search,11,1,83.06
7/29/2014 12:32,United States,Parent,35-44,Female,Direct,10,0,0
7/29/2014 14:09,United States,Parent,35-44,Female,Direct,11,0,0
7/29/2014 14:42,United States,Parent,35-44,Female,Direct,12,0,0
7/29/2014 15:39,United States,Parent,35-44,Female,Direct,10,0,0
7/29/2014 16:54,United States,Parent,35-44,Female,Direct,2,0,0
7/29/2014 17:21,United States,Parent,35-44,Female,Direct,10,0,0
7/29/2014 22:36,United States,Parent,35-44,Female,Direct,10,0,0
7/30/2014 8:40,United States,Parent,35-44,Female,Direct,10,0,0
7/30/2014 13:33,United States,Parent,35-44,Female,Direct,12,0,0
8/1/2014 12:43,United States,Parent,35-44,Female,Direct,1,0,0
8/4/2014 14:34,United States,Parent,35-44,Female,Direct,4,0,0
8/4/2014 17:44,United States,Parent,35-44,Female,Direct,9,0,0
8/5/2014 0:06,Canada,Parent,35-44,Female,Direct,10,0,0
8/5/2014 19:21,United States,Parent,35-44,Female,Direct,12,1,30.48
8/11/2014 14:28,United States,Parent,35-44,Female,Direct,12,1,113.56
8/13/2014 7:39,United States,Parent,35-44,Female,Direct,1,0,0
8/13/2014 13:15,United States,Parent,35-44,Female,Direct,12,0,0
8/13/2014 14:18,United States,Parent,35-44,Female,Direct,3,0,0
8/13/2014 20:16,United States,Parent,35-44,Female,Direct,4,0,0
8/15/2014 22:13,United States,Parent,35-44,Female,Direct,11,0,0
8/18/2014 11:59,Canada,Parent,35-44,Female,Direct,12,0,0
8/18/2014 20:16,Canada,Parent,35-44,Female,Direct,10,0,0
8/19/2014 14:54,United States,Parent,35-44,Female,Direct,6,0,0
8/21/2014 14:10,United States,Parent,35-44,Female,Direct,10,0,0
8/23/2014 22:58,United States,Parent,35-44,Female,Direct,1,0,0
8/24/2014 18:40,United States,Parent,35-44,Female,Direct,12,1,112.57
8/25/2014 13:45,United States,Parent,35-44,Female,Direct,2,0,0
8/25/2014 16:07,United States,Parent,35-44,Female,Direct,3,0,0
8/25/2014 16:59,United States,Parent,35-44,Female,Direct,2,0,0
8/25/2014 19:59,United States,Parent,35-44,Female,Direct,1,0,0
8/26/2014 15:47,United States,Parent,35-44,Female,Direct,10,1,119.02
8/27/2014 0:06,Australia,Parent,35-44,Female,Direct,3,0,0
8/27/2014 16:48,United States,Parent,35-44,Female,Direct,5,0,0
8/28/2014 13:41,Canada,Parent,35-44,Female,Direct,12,1,87.95
9/2/2014 22:28,United States,Parent,35-44,Female,Direct,4,0,0
9/3/2014 12:21,United States,Parent,35-44,Female,Direct,3,0,0
9/10/2014 10:46,United States,Parent,35-44,Female,Direct,11,0,0
9/10/2014 12:19,United States,Parent,35-44,Female,Direct,9,0,0
9/10/2014 14:02,United States,Parent,35-44,Female,Direct,4,0,0
9/10/2014 14:36,United States,Parent,35-44,Female,Direct,12,0,0
9/10/2014 16:25,United States,Parent,35-44,Female,Direct,11,0,0
9/10/2014 17:44,United States,Parent,35-44,Female,Direct,7,0,0
9/10/2014 22:55,United States,Parent,35-44,Female,Direct,11,0,0
9/11/2014 11:16,United States,Parent,35-44,Female,Direct,11,0,0
7/28/2014 10:53,United States,Parent,35-44,Female,Referred,4,0,0
7/30/2014 0:32,United States,Parent,35-44,Female,Referred,5,0,0
8/3/2014 22:09,United States,Parent,35-44,Female,Referred,9,0,0
8/6/2014 22:59,United States,Parent,35-44,Female,Referred,12,0,0
8/7/2014 19:36,United States,Parent,35-44,Female,Referred,4,0,0
8/8/2014 12:57,Germany,Parent,35-44,Female,Referred,2,0,0
8/9/2014 10:52,United States,Parent,35-44,Female,Referred,3,0,0
8/13/2014 11:21,United States,Parent,35-44,Female,Referred,4,0,0
8/13/2014 20:58,United States,Parent,35-44,Female,Referred,11,0,0
8/19/2014 8:13,United States,Parent,35-44,Female,Referred,12,1,97.94
8/20/2014 1:03,United States,Parent,35-44,Female,Referred,4,0,0
8/20/2014 19:17,United States,Parent,35-44,Female,Referred,11,0,0
8/21/2014 15:12,Ireland,Parent,35-44,Female,Referred,7,0,0
8/21/2014 23:08,United States,Parent,35-44,Female,Referred,11,0,0
8/23/2014 20:07,United States,Parent,35-44,Female,Referred,3,0,0
8/25/2014 15:34,United States,Parent,35-44,Female,Referred,9,0,0
8/27/2014 18:09,United States,Parent,35-44,Female,Referred,6,0,0
8/31/2014 23:47,United States,Parent,35-44,Female,Referred,4,0,0
9/6/2014 16:02,United States,Parent,35-44,Female,Referred,11,1,150.12
9/11/2014 3:44,Spain,Parent,35-44,Female,Referred,3,0,0
7/30/2014 16:27,United States,Parent,35-44,Female,Self Referred,5,1,129.62
8/6/2014 18:18,United States,Parent,35-44,Female,Self Referred,4,0,0
8/14/2014 20:36,United States,Parent,35-44,Female,Self Referred,3,0,0
8/20/2014 14:18,United States,Parent,35-44,Female,Self Referred,11,0,0
9/1/2014 21:15,United States,Parent,35-44,Female,Self Referred,12,0,0
8/5/2014 0:28,Canada,Parent,35-44,Female,Social,3,0,0
8/7/2014 10:28,United States,Parent,35-44,Female,Social,11,0,0
8/8/2014 22:44,United States,Parent,35-44,Female,Social,5,0,0
8/14/2014 13:29,United States,Parent,35-44,Female,Social,2,0,0
8/14/2014 15:07,United States,Parent,35-44,Female,Social,12,0,0
9/10/2014 10:50,United States,Parent,35-44,Female,Social,12,0,0
7/25/2014 15:01,United States,Parent,35-44,Female,Unbranded Search,1,0,0
7/25/2014 15:15,United States,Parent,35-44,Female,Unbranded Search,10,0,0
7/28/2014 18:40,United States,Parent,35-44,Female,Unbranded Search,10,0,0
7/31/2014 1:11,United States,Parent,35-44,Female,Unbranded Search,11,0,0
7/31/2014 6:20,Netherlands,Parent,35-44,Female,Unbranded Search,12,0,0
7/31/2014 22:13,United States,Parent,35-44,Female,Unbranded Search,12,0,0
8/2/2014 9:43,United States,Parent,35-44,Female,Unbranded Search,12,0,0
8/2/2014 13:37,United States,Parent,35-44,Female,Unbranded Search,10,1,116.3
8/2/2014 14:15,United States,Parent,35-44,Female,Unbranded Search,8,0,0
8/3/2014 22:30,United States,Parent,35-44,Female,Unbranded Search,12,0,0
8/4/2014 18:37,United States,Parent,35-44,Female,Unbranded Search,10,1,75.25
8/6/2014 3:46,Australia,Parent,35-44,Female,Unbranded Search,2,0,0
8/6/2014 9:08,United States,Parent,35-44,Female,Unbranded Search,5,0,0
8/6/2014 23:55,United States,Parent,35-44,Female,Unbranded Search,6,0,0
8/7/2014 12:05,United States,Parent,35-44,Female,Unbranded Search,9,0,0
8/8/2014 23:03,United States,Parent,35-44,Female,Unbranded Search,11,0,0
8/11/2014 13:11,United States,Parent,35-44,Female,Unbranded Search,10,0,0
8/11/2014 16:22,United States,Parent,35-44,Female,Unbranded Search,3,0,0
8/11/2014 16:50,United States,Parent,35-44,Female,Unbranded Search,2,0,0
8/12/2014 12:32,United States,Parent,35-44,Female,Unbranded Search,8,0,0
8/13/2014 15:33,Brazil,Parent,35-44,Female,Unbranded Search,12,0,0
8/14/2014 8:53,Australia,Parent,35-44,Female,Unbranded Search,12,0,0
8/14/2014 10:27,Haiti,Parent,35-44,Female,Unbranded Search,1,0,0
8/15/2014 14:51,United Kingdom,Parent,35-44,Female,Unbranded Search,10,0,0
8/15/2014 16:10,United States,Parent,35-44,Female,Unbranded Search,6,0,0
8/16/2014 13:06,United States,Parent,35-44,Female,Unbranded Search,6,0,0
8/17/2014 10:54,United States,Parent,35-44,Female,Unbranded Search,6,0,0
8/17/2014 23:12,United States,Parent,35-44,Female,Unbranded Search,9,0,0
8/18/2014 18:01,United States,Parent,35-44,Female,Unbranded Search,6,0,0
8/20/2014 11:04,United States,Parent,35-44,Female,Unbranded Search,8,0,0
8/20/2014 23:51,Canada,Parent,35-44,Female,Unbranded Search,2,0,0
8/22/2014 20:47,United States,Parent,35-44,Female,Unbranded Search,7,0,0
8/23/2014 12:46,United States,Parent,35-44,Female,Unbranded Search,12,0,0
8/25/2014 21:04,United States,Parent,35-44,Female,Unbranded Search,8,0,0
8/27/2014 15:37,United States,Parent,35-44,Female,Unbranded Search,10,0,0
8/28/2014 17:54,United States,Parent,35-44,Female,Unbranded Search,12,0,0
8/28/2014 22:34,United States,Parent,35-44,Female,Unbranded Search,12,1,122.48
8/29/2014 0:14,Canada,Parent,35-44,Female,Unbranded Search,8,0,0
8/29/2014 11:38,United States,Parent,35-44,Female,Unbranded Search,12,1,127.51
8/29/2014 20:36,United States,Parent,35-44,Female,Unbranded Search,3,0,0
8/31/2014 12:42,United States,Parent,35-44,Female,Unbranded Search,12,0,0
8/31/2014 16:39,United States,Parent,35-44,Female,Unbranded Search,8,0,0
9/2/2014 15:35,United States,Parent,35-44,Female,Unbranded Search,10,1,80.67
9/4/2014 19:53,United States,Parent,35-44,Female,Unbranded Search,12,0,0
9/6/2014 19:42,United States,Parent,35-44,Female,Unbranded Search,10,0,0
9/7/2014 20:39,United States,Parent,35-44,Female,Unbranded Search,10,0,0
9/9/2014 11:39,United States,Parent,35-44,Female,Unbranded Search,6,0,0
9/9/2014 14:23,United States,Parent,35-44,Female,Unbranded Search,9,0,0
9/9/2014 15:55,United States,Parent,35-44,Female,Unbranded Search,4,0,0
9/10/2014 14:45,United States,Parent,35-44,Female,Unbranded Search,12,0,0
8/13/2014 15:16,Canada,Parent,45-54,Female,Branded Search,11,0,0
7/29/2014 0:23,United States,Parent,45-54,Female,Direct,12,0,0
7/29/2014 20:33,United States,Parent,45-54,Female,Direct,11,1,155.23
7/30/2014 9:29,United States,Parent,45-54,Female,Direct,3,0,0
7/30/2014 11:04,United States,Parent,45-54,Female,Direct,3,0,0
7/31/2014 17:47,United States,Parent,45-54,Female,Direct,8,0,0
8/5/2014 13:48,United States,Parent,45-54,Female,Direct,3,0,0
8/12/2014 15:48,United States,Parent,45-54,Female,Direct,7,1,45.35
8/13/2014 8:59,United States,Parent,45-54,Female,Direct,2,0,0
8/14/2014 4:55,United States,Parent,45-54,Female,Direct,6,0,0
8/14/2014 13:12,United States,Parent,45-54,Female,Direct,10,0,0
8/14/2014 13:49,United States,Parent,45-54,Female,Direct,10,0,0
8/14/2014 15:27,United States,Parent,45-54,Female,Direct,11,0,0
8/19/2014 21:22,United States,Parent,45-54,Female,Direct,11,1,39.97
8/21/2014 11:37,United States,Parent,45-54,Female,Direct,12,1,115.33
8/25/2014 13:53,United States,Parent,45-54,Female,Direct,2,0,0
8/27/2014 22:55,United States,Parent,45-54,Female,Direct,12,1,86.78
8/30/2014 0:38,United States,Parent,45-54,Female,Direct,12,0,0
9/2/2014 14:34,United States,Parent,45-54,Female,Direct,10,0,0
9/3/2014 10:15,United States,Parent,45-54,Female,Direct,1,0,0
9/3/2014 15:27,United States,Parent,45-54,Female,Direct,8,1,88.64
9/4/2014 0:52,United States,Parent,45-54,Female,Direct,6,0,0
8/5/2014 16:16,United States,Parent,45-54,Female,Referred,4,0,0
9/6/2014 16:52,United States,Parent,45-54,Female,Referred,1,0,0
8/4/2014 17:21,United States,Parent,45-54,Female,Self Referred,3,0,0
7/29/2014 18:04,Sweden,Parent,45-54,Female,Unbranded Search,2,0,0
8/2/2014 12:08,United States,Parent,45-54,Female,Unbranded Search,6,0,0
8/4/2014 22:34,United States,Parent,45-54,Female,Unbranded Search,4,0,0
8/5/2014 10:26,United States,Parent,45-54,Female,Unbranded Search,10,1,154.35
8/6/2014 11:17,United States,Parent,45-54,Female,Unbranded Search,10,1,79.86
8/6/2014 11:53,United States,Parent,45-54,Female,Unbranded Search,3,0,0
8/15/2014 16:35,United States,Parent,45-54,Female,Unbranded Search,8,0,0
8/18/2014 13:17,United States,Parent,45-54,Female,Unbranded Search,3,0,0
8/21/2014 23:09,United States,Parent,45-54,Female,Unbranded Search,7,0,0
8/27/2014 20:45,United States,Parent,45-54,Female,Unbranded Search,7,0,0
8/29/2014 10:43,United States,Parent,45-54,Female,Unbranded Search,9,0,0
9/1/2014 22:17,United States,Parent,45-54,Female,Unbranded Search,1,0,0
9/1/2014 23:42,United States,Parent,45-54,Female,Unbranded Search,12,1,86.68
9/2/2014 15:13,United States,Parent,45-54,Female,Unbranded Search,5,0,0
9/4/2014 23:43,United States,Parent,45-54,Female,Unbranded Search,10,1,101.73
9/9/2014 11:16,United States,Parent,45-54,Female,Unbranded Search,10,0,0
7/29/2014 11:52,United States,Parent,55-64,Female,Direct,12,1,90.42
8/15/2014 17:54,Puerto Rico,Parent,55-64,Female,Direct,2,0,0
7/31/2014 19:29,United States,Parent,55-64,Female,Unbranded Search,6,0,0
8/12/2014 13:28,United States,Parent,Less than 18,Female,Direct,2,0,0
8/1/2014 14:15,United States,Parent,Less than 18,Female,Unbranded Search,8,1,109.16
8/12/2014 23:14,United States,Parent,Less than 18,Female,Unbranded Search,10,1,105.67
8/18/2014 1:18,United States,Parent,25-34,Female,Referred,4,0,0
7/29/2014 11:07,Canada,Parent,45-54,Female,Social,3,0,0
8/1/2014 20:13,United States,Parent,45-54,Female,Unbranded Search,4,0,0
8/12/2014 0:31,United States,Parent,45-54,Female,Direct,2,0,0
7/31/2014 15:50,United States,Parent,18-24,Male,Direct,3,0,0
9/11/2014 11:42,United States,Parent,25-34,Male,Direct,4,0,0
7/27/2014 14:33,Canada,Parent,25-34,Male,Referred,1,0,0
8/19/2014 12:46,United States,Parent,25-34,Male,Referred,11,0,0
9/2/2014 3:22,United Kingdom,Parent,25-34,Male,Unbranded Search,2,0,0
9/6/2014 23:04,United States,Parent,25-34,Male,Unbranded Search,11,0,0
9/9/2014 13:21,United States,Parent,25-34,Male,Unbranded Search,12,0,0
8/4/2014 0:18,Puerto Rico,Parent,35-44,Male,Direct,10,1,59.42
8/4/2014 13:45,United States,Parent,35-44,Male,Direct,2,0,0
8/11/2014 21:17,Australia,Parent,35-44,Male,Direct,12,1,113.07
9/2/2014 15:31,United States,Parent,35-44,Male,Direct,8,0,0
8/24/2014 15:45,United States,Parent,35-44,Male,Social,5,0,0
8/8/2014 4:37,Malta,Parent,35-44,Male,Unbranded Search,3,0,0
8/14/2014 15:17,United States,Parent,35-44,Male,Unbranded Search,1,0,0
9/10/2014 9:05,United States,Parent,35-44,Male,Unbranded Search,9,0,0
8/12/2014 5:40,India,Parent,45-54,Male,Unbranded Search,4,0,0
7/26/2014 18:48,United States,Parent,Less than 18,Male,Direct,4,0,0
7/30/2014 17:53,United States,Parent,Less than 18,Male,Direct,12,0,0
8/13/2014 9:05,United States,Parent,Less than 18,Male,Direct,6,0,0
8/21/2014 12:22,United States,Parent,Less than 18,Male,Direct,12,0,0
9/2/2014 11:27,United States,Parent,Less than 18,Male,Direct,6,0,0
9/10/2014 14:27,United States,Parent,Less than 18,Male,Direct,3,0,0
7/27/2014 5:26,Australia,Parent,Less than 18,Male,Unbranded Search,12,0,0
8/11/2014 18:51,United States,Parent,Less than 18,Male,Unbranded Search,10,0,0
8/1/2014 15:59,United States,Parent,35-44,Female,Direct,12,0,0
8/26/2014 12:07,United States,Parent,Less than 18,Female,Direct,2,0,0
7/30/2014 13:06,United States,Parent,55-64,Female,Direct,5,0,0
9/4/2014 7:42,United States,Parent,18-24,Female,Direct,2,0,0
8/19/2014 23:02,United States,Parent,55-64,Female,Unbranded Search,3,0,0
9/1/2014 22:26,United States,Parent,25-34,,Unbranded Search,11,0,0
8/30/2014 21:49,United States,Parent,35-44,,Referred,10,0,0
8/3/2014 18:20,United States,Parent,35-44,,Unbranded Search,7,1,107.88
8/6/2014 12:09,United States,Parent,35-44,,Unbranded Search,12,0,0
7/29/2014 15:10,United States,Parent,35-44,,Branded Search,12,0,0
8/2/2014 15:41,United States,Parent,45-54,,Branded Search,2,0,0
8/4/2014 18:59,United States,Parent,55-64,,Branded Search,8,0,0
8/5/2014 21:32,United States,Parent,18-24,,Branded Search,4,0,0
8/6/2014 11:07,United States,Parent,25-34,,Branded Search,12,1,98.92
8/8/2014 16:07,United States,Parent,35-44,,Branded Search,10,0,0
8/12/2014 7:08,Malta,Parent,45-54,,Branded Search,2,0,0
8/12/2014 17:44,United States,Parent,55-64,,Branded Search,5,0,0
8/14/2014 12:41,United States,Parent,18-24,,Branded Search,12,0,0
8/17/2014 18:09,United States,Parent,25-34,,Branded Search,11,1,122.14
8/22/2014 20:44,United States,Parent,35-44,,Branded Search,11,1,70.78
8/25/2014 21:49,United States,Parent,45-54,,Branded Search,12,0,0
8/25/2014 22:31,United States,Parent,55-64,,Branded Search,5,0,0
9/5/2014 13:11,United States,Parent,18-24,,Branded Search,2,0,0
9/6/2014 17:08,United States,Parent,25-34,,Branded Search,11,0,0
7/26/2014 18:39,United States,Parent,25-34,,Direct,2,0,0
7/28/2014 20:22,Canada,Parent,35-44,,Direct,9,0,0
7/29/2014 9:32,United States,Parent,45-54,,Direct,5,0,0
7/29/2014 11:01,United States,Parent,55-64,,Direct,4,0,0
7/29/2014 11:43,Costa Rica,Parent,18-24,,Direct,1,0,0
7/29/2014 12:29,United States,Parent,25-34,,Direct,1,0,0
7/29/2014 13:33,United States,Parent,35-44,,Direct,3,0,0
7/29/2014 14:13,United States,Parent,45-54,,Direct,6,0,0
